gene_id	gene_name	log2FadultChange	log2CPM	baseMean	description
LOC101289073	EXOC3L2	-1.96	4.36	62.55	exocyst complex component 3 like 2
LOC101269638	PLPP3	1.43	6.92	656.98	phospholipid phosphatase 3
LOC101283290	CRY2	-1.14	7.09	402.78	cryptochrome circadian regulator 2
LOC101276378	ARL4C	1.65	3.04	34.79	ADP ribosylation factor like GTPase 4C
LOC101272539	PELI2	-1.23	3.98	51.06	pellino E3 ubiquitin protein ligase family member 2
LOC101278992	CREG2	-1.33	2.59	17.36	cellular repressor of E1A stimulated genes 2
LOC101273878	MRC2	1.01	8.27	889.26	mannose receptor C type 2
LOC101290097	LTB4R2	2.48	2.83	17.23	leukotriene B4 receptor 2
LOC101283484	YIPF3	0.74	5.77	122.62	Yip1 domain family member 3
LOC101282471	JMY	-0.93	6.39	269.46	junction mediating and regulatory protein, p53 cofactor
H1-5	H1-5	3.43	3.03	8.23	H1.5 linker histone, cluster member
LOC101277088	SLC16A11	-1.46	3.19	23.99	solute carrier family 16 member 11
LOC101277924	DOCK9	-0.91	8.59	1001.25	dedicator of cytokinesis 9
LOC101290088	RBM3	1.13	7.11	355.84	RNA binding motif protein 3
LOC101290286	BRPF3	0.89	6.05	183.05	bromodomain and PHD finger containing 3
LOC101272805	BCAR3	-1.58	6.56	277.81	BCAR3 adaptor protein, NSP family member
LOC101285325	MGLL	-1.56	7.69	626.22	monoglyceride lipase
LOC125961788	LOC125961788	-2.82	2.52	18.1	uncharacterized LOC125961788
LOC105747954	PAPOLB	2	4.84	87.99	poly(A) polymerase beta
LOC101280444	TAPT1	-0.67	4.78	99.17	transmembrane anterior posterior transformation 1
LOC101282918	SMARCA4	0.92	7.17	437.95	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
LOC101290226	FAN1	-0.89	5.58	129.55	FANCD2 and FANCI associated nuclease 1
LOC101271142	NRP2	-0.8	6.45	201.92	neuropilin 2
LOC117195631	LOC117195631	-2.75	2.01	12.02	uncharacterized LOC117195631
LOC101276645	PCGF2	1.12	5.35	130.12	polycomb group ring finger 2
LOC101287342	GOLM1	1.18	5.39	133.08	golgi membrane protein 1
LOC101286496	CPM	1.81	3.57	35.34	carboxypeptidase M
LOC101283763	DYSF	-1.38	6.07	192.2	dysferlin
LOC101284578	NUAK1	-1.33	7.45	311	NUAK family kinase 1
LOC101270063	DNAJB1	1.09	4.74	102.88	DnaJ heat shock protein family (Hsp40) member B1
LOC101274239	KRTCAP2	1.16	3.64	36.44	keratinocyte associated protein 2
LOC101279097	VOPP1	2.09	3.1	23.89	VOPP1 WW domain binding protein
LOC101282221	NME3	-1.44	3.5	37.29	NME/NM23 nucleoside diphosphate kinase 3
LOC101288725	SDR42E2	-2.14	1.96	11.56	short chain dehydrogenase/reductase family 42E, member 2
LOC101284826	CD93	-1.69	6.9	362.23	CD93 molecule
LOC101278176	AMZ2	1.1	4.38	57.87	archaelysin family metallopeptidase 2
LOC101283467	ATRNL1	-1.18	3.67	38.91	attractin like 1
LOC101272422	SPARCL1	-1.2	7.48	530.39	SPARC like 1
LOC101281209	SMARCC1	0.86	6.64	230.5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1
LOC101277710	VWF	-1.54	10.41	4062.65	von Willebrand factor
LOC101273454	KLHL20	-0.9	4.17	47.58	kelch like family member 20
LOC101282992	TLN2	-1.41	7.7	554.98	talin 2
LOC101270976	PCNX1	-0.7	7.53	404.31	pecanex 1
LOC101275975	GUCY1A2	-1.93	2.85	21.16	guanylate cyclase 1 soluble subunit alpha 2
LOC101283270	PCDHA1	-1.54	1.96	9.67	protocadherin alpha-1
LOC101276749	CACNA1D	-1.35	5.06	93.88	calcium voltage-gated channel subunit alpha1 D
LOC101286381	AQP7	-1.68	4.27	58.85	aquaporin 7
LOC101289274	PALD1	-1.45	7.09	295.53	phosphatase domain containing paladin 1
LOC101271231	TG	-1.79	3.28	26.18	thyroglobulin
LOC101283816	SPNS3	2.31	6.9	435.35	sphingolipid transporter 3 (putative)
LOC101286553	EN1	1.4	4.05	49.97	engrailed homeobox 1
LOC101269981	SEMA6B	-1.66	5.73	160.88	semaphorin 6B
LOC101272997	FLOT2	-0.99	6.69	349.87	flotillin 2
LOC101270777	SH2B2	-1.84	4.23	49.86	SH2B adaptor protein 2
LOC101280767	DNASE2	1.21	4.06	48.6	deoxyribonuclease 2, lysosomal
LOC101281391	SRSF4	0.99	6.62	295.5	serine and arginine rich splicing factor 4
LOC101289879	WSCD1	-1.59	6.03	248.17	WSC domain containing 1
LOC101270879	DEK	0.86	5.77	138.33	DEK proto-oncogene
LOC101282567	RBBP9	1.58	7.78	337.18	RB binding protein 9, serine hydrolase
LOC101288590	GREB1	-2.16	5.31	104.66	growth regulating estrogen receptor binding 1
LOC101279049	WNT2	1.61	2.86	21.56	Wnt family member 2
ANTKMT	ANTKMT	-1.22	5.52	136.39	adenine nucleotide translocase lysine methyltransferase
LOC101270946	TPM2	-1.25	7.05	383.89	tropomyosin 2
LOC101283685	FDFT1	-0.81	5.99	157.39	farnesyl-diphosphate farnesyltransferase 1
LOC101287887	RGS3	-1.11	7.7	461.71	regulator of G protein signaling 3
LOC101286347	SPECC1	-1.08	5.11	101.75	sperm antigen with calponin homology and coiled-coil domains 1
LOC101286818	PFN2	1.06	5.93	171.85	profilin 2
LOC101287683	RCOR1	0.92	5.51	96.07	REST corepressor 1
LOC101279406	SNAPC3	-1.23	3.83	41.62	small nuclear RNA activating complex polypeptide 3
LOC101286617	GFRA2	1.69	4.21	62.31	GDNF family receptor alpha 2
LOC101277500	CHDH	-1.2	5.62	137.82	choline dehydrogenase
LOC101289836	PHB2	0.94	5.66	131.56	prohibitin 2
LOC101284610	CCDC69	-1.57	2.94	20.78	coiled-coil domain containing 69
LOC101279055	RPS19	1.21	8.53	1036.2	ribosomal protein S19
LOC101276544	MCAT	-1.27	3.82	48.61	malonyl-CoA-acyl carrier protein transacylase
LOC101281354	PLA1A	-1.31	3.01	20.31	phospholipase A1 member A
RARS1	RARS1	1.26	5.17	103.99	arginyl-tRNA synthetase 1
LOC101274406	SEMA6C	-1.43	4.33	54.48	semaphorin 6C
LOC101286529	SMC1A	0.72	6.26	255.39	structural maintenance of chromosomes 1A
LOC101278985	PSIP1	1.36	5.06	102	PC4 and SFRS1 interacting protein 1
LOC101284148	GJA4	-1.62	4.74	76.59	gap junction protein alpha 4
LOC101275629	LOC101275629	-1.23	5.57	142.24	small G protein signaling modulator 1
LOC101286845	COL18A1	-1.4	9.79	2573.17	collagen type XVIII alpha 1 chain
ATP5MK	ATP5MK	1.53	3.43	30.93	ATP synthase membrane subunit k
LOC101271014	GLE1	0.84	5.9	146.6	GLE1 RNA export mediator
LOC101287744	PLIN1	-2.06	8.69	1235.27	perilipin 1
LOC101269240	RASSF3	-0.91	6.73	238.05	Ras association domain family member 3
LOC101271340	ITGA6	-1.16	6.89	320.06	integrin subunit alpha 6
LOC101288114	ADAMTSL5	1.44	2.82	19.24	ADAMTS like 5
LOC101289157	HR	2.12	6.89	363.95	HR lysine demethylase and nuclear receptor corepressor
LOC101275833	CLIC5	-1.39	4.82	104.22	chloride intracellular channel 5
LOC101276100	EBPL	-1.09	4.84	78.95	EBP like
LOC101278534	IQGAP3	2.14	3.83	40.06	IQ motif containing GTPase activating protein 3
LOC101287650	ZC3H10	1.11	9.27	1801.17	zinc finger CCCH-type containing 10
LOC101290304	SLC12A7	-1.12	6.87	297.42	solute carrier family 12 member 7
LOC101277380	SCHIP1	-1.19	5.38	127.65	schwannomin interacting protein 1
LOC101278761	ALS2	-0.83	5.85	156.84	alsin Rho guanine nucleotide exchange factor ALS2
LOC101272801	GIMAP4	-1.31	4.48	57.49	GTPase, IMAP family member 4
LOC101282090	SOX17	-1.89	5.51	136.91	SRY-box transcription factor 17
LOC101289671	LY96	2.15	5.44	332.93	lymphocyte antigen 96
LOC101286637	CYTIP	-2.7	3.18	19.86	cytohesin 1 interacting protein
LOC101279824	SLC30A1	-0.76	6.23	174.01	solute carrier family 30 member 1
LOC101288171	MORF4L1	1.06	6.67	249.21	mortality factor 4 like 1
LOC105747708	ZHX1	1.15	4.87	103.47	zinc fingers and homeoboxes 1
LOC101274785	LOC101274785	0.97	7.66	1077.67	NADH-cytochrome b5 reductase 3
LOC101270361	CNN2	1.07	5.74	150.81	calponin 2
LOC101289999	VDAC1	0.99	5.94	150.64	voltage dependent anion channel 1
LOC101271672	CBLC	3.15	2.78	21.01	Cbl proto-oncogene C
LOC101272046	KIF26A	-1.51	6.52	272.11	kinesin family member 26A
LOC101287522	PM20D2	-1.01	5.15	88.08	peptidase M20 domain containing 2
LOC101270317	PDE3B	-1.79	4.7	70.01	phosphodiesterase 3B
LOC117198141	TMA7	1.4	3.93	44	translation machinery associated 7 homolog
LOC101273328	PHEX	-2.25	1.33	7.7	phosphate regulating endopeptidase X-linked
LOC101285764	ADAM8	1.74	2.17	14.56	ADAM metallopeptidase domain 8
LOC101271891	SP2	0.97	3.65	37.21	Sp2 transcription factor
LOC101275572	ELOVL5	0.96	5.04	182.55	ELOVL fatty acid elongase 5
LOC101280523	BCL2L10	-1.35	2.1	11.29	BCL2 like 10
LOC101288152	ERBB3	2.35	3.8	38.27	erb-b2 receptor tyrosine kinase 3
LOC101269817	TECR	1.46	4.85	73.44	trans-2,3-enoyl-CoA reductase
LOC101276802	SPIN2B	-2.8	2	12.24	spindlin-2
ZUP1	ZUP1	-1.08	3.68	42.06	zinc finger containing ubiquitin peptidase 1
LOC101275469	GLB1L2	-1.38	3.11	23.8	galactosidase beta 1 like 2
LOC101279385	NDUFB10	0.99	4.26	43.26	NADH:ubiquinone oxidoreductase subunit B10
LOC101279292	ADGRL3	-1.6	5.57	133.24	adhesion G protein-coupled receptor L3
LOC101270815	DDX11	-1.06	5.96	161.32	DEAD/H-box helicase 11
LOC101276116	PHYH	1.17	5.24	107.74	phytanoyl-CoA 2-hydroxylase
LOC101279086	GALC	-1	3.77	35.57	galactosylceramidase
LOC101275519	ABHD10	-1.02	3.29	27.74	abhydrolase domain containing 10, depalmitoylase
LOC101279601	SMC4	0.99	4.44	62.76	structural maintenance of chromosomes 4
LOC101271545	CDT1	2.77	2.18	11.63	chromatin licensing and DNA replication factor 1
LOC101274018	RAC1	1.03	6.71	293.65	Rac family small GTPase 1
LOC101280167	ARAP3	-1.44	6.53	269.35	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3
LOC101279328	ARHGAP31	-0.9	6.93	388.59	Rho GTPase activating protein 31
LOC101271825	KLB	-2.49	1.49	8.46	klotho beta
LOC101278374	LAMA4	-1.18	7.97	736.41	laminin subunit alpha 4
LOC101279877	SAPCD2	2.54	2.97	21.65	suppressor APC domain containing 2
LOC101283726	LOC101283726	1.8	4.53	145.58	cytochrome b5 domain-containing protein 1
LOC101282157	EFNB2	-1.59	6.03	178.73	ephrin B2
LOC101279738	RPL31	1.36	6.97	401.92	ribosomal protein L31
LOC101283532	USP33	-1.01	5.42	121.29	ubiquitin specific peptidase 33
LOC101290475	TMED2	1	6.45	209.97	transmembrane p24 trafficking protein 2
LOC101278233	ANKS1B	-2.57	2.14	12.62	ankyrin repeat and sterile alpha motif domain containing 1B
LOC125960783	LOC125960783	-1.78	4.64	90.39	uncharacterized LOC125960783
LOC101281567	LOC101281567	-1.05	5.1	95.05	adenylate cyclase type 10-like
LOC101284644	F8	-1.34	4.78	71.28	coagulation factor VIII
LOC101281141	SURF2	1.09	4.88	65.52	surfeit 2
LOC101269630	FBXO28	1	4.55	69.44	F-box protein 28
CGAS	CGAS	2.02	1.56	9.43	cyclic GMP-AMP synthase
LOC101273262	RPL10A	1.03	7.49	515.97	ribosomal protein L10a
LOC101283609	HSBP1	1.2	3.58	50.63	heat shock factor binding protein 1
LOC101273333	EFEMP2	1.34	4.14	49.06	EGF containing fibulin extracellular matrix protein 2
LOC101274739	RAB34	1.04	4.68	67.26	RAB34, member RAS oncogene family
LOC101285161	APOL6	-1.82	5.74	148.04	apolipoprotein L6
LOC101281615	SPEG	-1.51	6.59	276.69	striated muscle enriched protein kinase
LOC101270175	MAP7D2	2.28	3.54	37.2	MAP7 domain containing 2
LOC101286440	RAB10	1.06	6.02	230.04	RAB10, member RAS oncogene family
LOC125960295	LOC125960295	1.98	2.74	13.96	actin binding transcription modulator
LOC101273772	ARHGEF28	-0.98	6.62	265.44	Rho guanine nucleotide exchange factor 28
LOC101276060	MAP3K7CL	-2.06	1.38	7.59	MAP3K7 C-terminal like
LOC101278976	KAT6B	0.86	5.44	122.8	lysine acetyltransferase 6B
LOC101283654	TRIM32	-1.07	4.03	44.74	tripartite motif containing 32
LOC101285790	MYCN	-1.46	3.43	28.74	MYCN proto-oncogene, bHLH transcription factor
LOC101283656	NAA60	1.08	3.33	61.26	N-alpha-acetyltransferase 60, NatF catalytic subunit
LOC101289617	UCHL3	2.02	6.39	598.87	ubiquitin C-terminal hydrolase L3
LOC101281834	LOC101281834	2.58	2.38	10.97	histone H2A type 1-B
LOC101284613	CCDC120	1.24	4.21	48.68	coiled-coil domain containing 120
LOC101290492	NDUFA2	1.28	4.08	46.13	NADH:ubiquinone oxidoreductase subunit A2
LOC101271347	TAOK2	-0.97	7.19	414.36	TAO kinase 2
LOC101279980	RABAC1	0.92	6.43	214.75	Rab acceptor 1
LOC101273864	RAB5A	1.06	6.25	179.96	RAB5A, member RAS oncogene family
ATP5IF1	ATP5IF1	1.21	4.24	47.35	ATP synthase inhibitory factor subunit 1
LOC101286408	SMARCA5	1.04	7.09	397.5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
LOC101279577	BCR	-1.2	7.24	409.49	BCR activator of RhoGEF and GTPase
LOC101290381	UNC13B	-0.83	6.93	293.85	unc-13 homolog B
LOC101275359	TWSG1	-0.92	4.92	48.78	twisted gastrulation BMP signaling modulator 1
LOC101288862	NYNRIN	-1.34	5.52	145	NYN domain and retroviral integrase containing
LOC101271461	FBXO25	-1.03	6.78	301.8	F-box protein 25
LOC101283551	LOC101283551	1.03	8.74	1239.98	40S ribosomal protein S12
LOC101284090	ZNRF1	-0.9	4.56	86.33	zinc and ring finger 1
LOC101270735	PDE2A	-1.19	7.42	410.28	phosphodiesterase 2A
LOC101275991	SPAG5	2.49	2.58	19.15	sperm associated antigen 5
LOC101286713	ESPL1	1.75	3.19	25.99	extra spindle pole bodies like 1, separase
LOC117202352	LOC117202352	2.44	6.81	146.26	protein C19orf12 homolog
LOC101283807	BCCIP	1.28	4.11	45.84	BRCA2 and CDKN1A interacting protein
LOC101276290	TERB1	2.55	5.67	304.48	telomere repeat binding bouquet formation protein 1
LOC101275107	ANAPC13	1.71	2.62	14.16	anaphase promoting complex subunit 13
LOC101286165	POLB	1.36	3.3	28.51	DNA polymerase beta
LOC101286132	CEP295NL	1.69	6.42	345.36	CEP295 N-terminal like
LOC101289334	ENGASE	-0.86	5.3	102.55	endo-beta-N-acetylglucosaminidase
LOC101284731	LOC101284731	2.84	2.69	18.67	histone H2A type 1-H
LOC117195398	LOC117195398	1.88	1.79	14.75	proline-rich protein 14-like
LOC101283423	SDK2	1.19	5.23	106.11	sidekick cell adhesion molecule 2
LOC101270756	ST3GAL1	-1.13	7.16	386.32	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
LOC101276197	TNK2	-1.22	7.65	483.79	tyrosine kinase non receptor 2
LOC101277740	DENND1B	1.19	5.42	114.67	DENN domain containing 1B
LOC101285945	RFTN1	-1.4	4.4	54.96	raftlin, lipid raft linker 1
LOC101289499	CNN1	-2.23	2.89	19.64	calponin 1
LOC101284911	PLA2G12A	1.15	4.77	119.3	phospholipase A2 group XIIA
GARRE1	GARRE1	-1.05	6.95	330.06	granule associated Rac and RHOG effector 1
LOC101270236	ELFN2	2.89	2.52	23.15	extracellular leucine rich repeat and fibronectin type III domain containing 2
LOC101280520	NOS3	-1.4	6.51	244.3	nitric oxide synthase 3
LOC101282315	DPY19L1	-1.28	4.55	75.4	dpy-19 like C-mannosyltransferase 1
LOC101272079	SREBF1	-1.17	7.2	377.2	sterol regulatory element binding transcription factor 1
C3H19orf25	C3H19orf25	1.76	7.06	402.83	chromosome 3 C19orf25 homolog
LOC101270584	LOC101270584	1.16	4.83	81.46	histone H2A.V
LOC101281238	TES	-1.41	4.19	47.29	testin LIM domain protein
LOC101286313	FAXDC2	-1.47	7.08	563.43	fatty acid hydroxylase domain containing 2
LOC101284405	VMP1	-0.88	4.82	76.59	vacuole membrane protein 1
LOC101273314	ST8SIA4	-1.08	4.13	40.37	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
LOC101269605	S100A16	1.42	5.2	132.59	S100 calcium binding protein A16
LOC101281583	NOVA2	-1.41	4.37	84.61	NOVA alternative splicing regulator 2
LOC101287114	BHLHA9	-1.57	2.89	25.58	basic helix-loop-helix family member a9
LOC101272639	ELK1	0.99	4.53	57.2	ETS transcription factor ELK1
CRPPA	CRPPA	-1.23	4.8	81.11	CDP-L-ribitol pyrophosphorylase A
LOC101276554	CRIP2	-1.06	8.86	1289.49	cysteine rich protein 2
LOC101288392	EID3	1.54	5.82	178.1	EP300 interacting inhibitor of differentiation 3
LOC101280840	VCL	-0.83	6.62	353.68	vinculin
LOC101279153	NIPAL2	1.09	3.67	36.35	NIPA like domain containing 2
LOC101288406	ROMO1	1.04	4.48	61.95	reactive oxygen species modulator 1
LOC101283160	EDEM2	-0.75	5.5	106.61	ER degradation enhancing alpha-mannosidase like protein 2
LOC101273178	PSTPIP2	1.33	3.84	42.14	proline-serine-threonine phosphatase interacting protein 2
LOC101280954	TFAP2C	3.36	3.79	45.4	transcription factor AP-2 gamma
LOC101273391	OPHN1	-1.12	4.18	52.37	oligophrenin 1
MMUT	MMUT	-0.69	5.71	144.3	methylmalonyl-CoA mutase
LOC101279571	AMIGO2	-1.52	4.78	89.28	adhesion molecule with Ig like domain 2
LOC101281585	LOC101281585	1.2	4.85	87.93	nucleosome assembly protein 1-like 1
LOC101271338	SMTNL2	-1.47	3.99	41.07	smoothelin like 2
LOC101281152	ANGPTL1	1.39	5.28	113.09	angiopoietin like 1
LOC101280796	EZH2	1.45	3.97	46.17	enhancer of zeste 2 polycomb repressive complex 2 subunit
LOC101282681	FOXN3	0.93	6.34	329.47	forkhead box N3
LOC101275775	ANAPC11	1.19	4.55	65.69	anaphase promoting complex subunit 11
LOC101280014	MGST1	-1.66	5.64	131.6	microsomal glutathione S-transferase 1
LOC101287208	ADAM18	-2.07	1.68	8.39	ADAM metallopeptidase domain 18
LOC101275488	DGAT1	-1.01	6.92	306.57	diacylglycerol O-acyltransferase 1
LOC101279465	MRPS12	1.37	3.16	21	mitochondrial ribosomal protein S12
LOC101271446	ALDH1A1	1.66	4.59	79.65	aldehyde dehydrogenase 1 family member A1
LOC101281689	PTGFR	1.56	6.21	152.72	prostaglandin F receptor
LOC101288153	SPATS2	0.85	4.28	94.91	spermatogenesis associated serine rich 2
LOC101278829	ACAA1	-1.2	5.81	161.56	acetyl-CoA acyltransferase 1
LOC101278170	SMUG1	-1.19	4.14	98.22	single-strand-selective monofunctional uracil-DNA glycosylase 1
LOC101280770	ITGA9	-1.06	6.34	216.49	integrin subunit alpha 9
LOC101273714	RASEF	-1.26	3.45	32.2	RAS and EF-hand domain containing
LOC101277336	CNNM1	-2.22	2.55	17.23	cyclin and CBS domain divalent metal cation transport mediator 1
LOC105747948	LOC105747948	-1.99	3.18	37.64	uncharacterized LOC105747948
LOC101280922	RNMT	-0.64	5.85	101.29	RNA guanine-7 methyltransferase
NIPSNAP2	NIPSNAP2	1.12	4.36	51.51	nipsnap homolog 2
LOC101269233	SUMO2	1.24	5.2	96.45	small ubiquitin like modifier 2
LOC101280883	VPS28	0.75	5.59	175.68	VPS28 subunit of ESCRT-I
LOC101280515	SWAP70	-0.99	6.66	212.24	switching B cell complex subunit SWAP70
LOC101279183	NPY2R	-2.43	3.03	20.97	neuropeptide Y receptor Y2
LOC101271980	DARC	-1.38	5.03	88.75	atypical chemokine receptor 1 (Duffy blood group)
LOC101272526	LINGO1	1.75	2.35	17.32	leucine rich repeat and Ig domain containing 1
LOC101287722	CERS3	4.42	2.1	13.35	ceramide synthase 3
LOC101286608	POR	1.58	5.85	102.63	NADPH--cytochrome P450 reductase
ATP5PF	ATP5PF	1.49	3.13	24.4	ATP synthase peripheral stalk subunit F6
LOC101275376	MAGT1	-0.98	3.53	30.62	magnesium transporter 1
LOC101289775	CHRAC1	1.03	3.29	19.41	chromatin accessibility complex subunit 1
LOC101276162	KIF14	2.4	2.96	26.3	kinesin family member 14
LOC101283876	ZNF551	-0.81	5.51	125.11	zinc finger protein 551
LOC101271247	NFIC	0.86	7.26	442.92	nuclear factor I C
LOC117203004	LOC117203004	-1.93	3.36	34.43	transmembrane and death domain 1
LOC101274147	TIMP1	1.4	4.2	44.43	TIMP metallopeptidase inhibitor 1
LOC101285403	BLOC1S4	-1.26	3.65	48.29	biogenesis of lysosomal organelles complex 1 subunit 4
LOC101273557	RAB6B	-1.46	2.82	25.63	RAB6B, member RAS oncogene family
LOC101276758	FSCB	-2.06	1.2	4.75	fibrous sheath CABYR binding protein
LOC101285759	FGD1	0.98	4.12	43.88	FYVE, RhoGEF and PH domain containing 1
LOC101283707	MAPK8IP1	1.24	4.39	58.03	mitogen-activated protein kinase 8 interacting protein 1
LOC117201825	FUT1	1.8	3.26	23.47	fucosyltransferase 1 (H blood group)
LOC101271925	RSPH6A	1.86	1.54	6.82	radial spoke head 6 homolog A
LOC101282882	PFKFB1	-2.39	2.7	15.72	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1
LOC101287952	TPGS2	1.82	2.86	17.43	tubulin polyglutamylase complex subunit 2
LOC101280738	RALGPS2	1.48	3.99	53.2	Ral GEF with PH domain and SH3 binding motif 2
LOC101270641	CRELD1	-1.14	3.82	40.36	cysteine rich with EGF like domains 1
LOC101282651	NLN	-0.85	3.82	34.11	neurolysin
LOC101269490	RHOD	1.4	3.06	21.11	ras homolog family member D
LOC101272661	MXI1	1.06	4.8	63.53	MAX interactor 1, dimerization protein
LOC101289326	ADA	-1.56	5.15	88.19	adenosine deaminase
LOC101279744	AMPD3	1.24	5.47	130.42	adenosine monophosphate deaminase 3
LOC101290109	ENSA	1.13	4.15	75.66	endosulfine alpha
LOC101283824	SWI5	1.24	3.24	21.9	SWI5 homologous recombination repair protein
LOC101277457	RNF149	-1.2	3.89	44.4	ring finger protein 149
LOC101274892	MFSD4B	-1.19	2.75	18.92	major facilitator superfamily domain containing 4B
LOC101279764	KIAA1671	-0.87	7.49	474.3	KIAA1671 ortholog
LOC101279875	SLC52A2	-1.01	4.53	49.13	solute carrier family 52 member 2
LOC101278929	LMO3	-2.33	2.67	17.45	LIM domain only 3
LOC101283576	PKD2L1	-1.85	2.43	18.13	polycystin 2 like 1, transient receptor potential cation channel
LOC101289392	RASGRP3	-1.15	5.08	93.64	RAS guanyl releasing protein 3
LOC101281237	IL4R	-0.96	6.26	176.81	interleukin 4 receptor
AHSA2P	AHSA2P	-0.95	3.11	23.6	activator of HSP90 ATPase homolog 2
LOC101289701	MCL1	-0.82	6.43	352.39	MCL1 apoptosis regulator, BCL2 family member
LOC101282715	SORBS1	-1.6	7.91	660.6	sorbin and SH3 domain containing 1
LOC101281264	HERC3	-0.8	6.21	174.92	HECT and RLD domain containing E3 ubiquitin protein ligase 3
LOC101284286	GRB7	2.2	3.62	36.62	growth factor receptor bound protein 7
C3H5orf24	C3H5orf24	-0.92	4.45	61.68	chromosome 3 C5orf24 homolog
LOC101271197	GLCE	1.2	3.86	62.22	glucuronic acid epimerase
LOC101285425	RMND5A	-0.61	7.4	277.02	required for meiotic nuclear division 5 homolog A
LOC101273135	CNRIP1	1.31	5.02	84.3	cannabinoid receptor interacting protein 1
LOC101284865	SOX13	-1.41	6.83	267.72	SRY-box transcription factor 13
LOC101269816	MFHAS1	-1.14	7.02	304.54	multifunctional ROCO family signaling regulator 1
LOC101278287	TTC28	-1.03	7.04	339.65	tetratricopeptide repeat domain 28
LOC101287215	RPL34	1.32	6.36	278.2	ribosomal protein L34
LOC101285560	KYAT3	-1.37	3.42	29.99	kynurenine aminotransferase 3
LOC101271924	BCL3	1.32	3.95	37.97	BCL3 transcription coactivator
LOC101282966	KIFC1	1.59	3.83	34.27	kinesin family member C1
LOC101287372	ZNF608	-1.08	4.98	101.43	zinc finger protein 608
LOC101281853	ADAM19	-1.08	5.23	106.21	ADAM metallopeptidase domain 19
LOC101274600	LAMA3	-0.91	7.01	358.36	laminin subunit alpha 3
LOC101289597	PTPRB	-1.29	7.62	508.73	protein tyrosine phosphatase receptor type B
LOC101288827	ZBTB16	-1.29	7.38	652	zinc finger and BTB domain containing 16
LOC101281644	TMEM200B	-1.49	4.32	42.07	transmembrane protein 200B
LOC101282262	PPA1	-1.23	3.94	37.43	inorganic pyrophosphatase 1
LOC101273602	P2RX1	-2.35	1.73	7.38	purinergic receptor P2X 1
LOC101269947	ATP8A1	-0.89	5.44	111.6	ATPase phospholipid transporting 8A1
LOC101282963	HSD17B4	-0.86	5.15	82.48	hydroxysteroid 17-beta dehydrogenase 4
LOC101270444	SUMF2	-0.95	4.92	74.49	sulfatase modifying factor 2
LOC101272845	CCHCR1	-1.23	5.71	155.27	coiled-coil alpha-helical rod protein 1
LOC101272225	CAT	-1.47	5.16	93.87	catalase
LOC101270593	MYO18B	-1.83	2.47	17.12	myosin XVIIIB
LOC101270258	PDE5A	-1.47	5.52	113.39	phosphodiesterase 5A
LOC101277923	MCF2L	-1.62	7.24	391.32	MCF.2 cell line derived transforming sequence like
LOC101284359	ABCA12	6.83	5.62	139.52	ATP binding cassette subfamily A member 12
LOC101281892	MGAT2	-0.92	5.47	124.66	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
LOC101277485	NDUFB9	-0.9	4.75	65.07	NADH:ubiquinone oxidoreductase subunit B9
LOC101269203	PLXNA1	0.98	7.08	437.15	plexin A1
LOC101269510	AJUBA	-1.12	5.9	203.37	ajuba LIM protein
LOC101290221	MCM8	2.41	11.26	4546.84	minichromosome maintenance 8 homologous recombination repair factor
LOC101274463	ST14	1.85	4.11	40.15	ST14 transmembrane serine protease matriptase
LOC101275887	GFM1	-0.94	4.66	71.64	G elongation factor mitochondrial 1
LOC101283395	YTHDF2	1.31	7.34	337.96	YTH N6-methyladenosine RNA binding protein 2
LOC101272358	ABCC4	-1.04	5.22	94.25	ATP binding cassette subfamily C member 4
LOC101284428	MAP1S	-1.11	5.76	159.11	microtubule associated protein 1S
LOC101285576	TNFRSF11B	-2.61	1.43	7.78	TNF receptor superfamily member 11b
LOC101289721	TNFRSF1B	-1.24	6.12	196.27	TNF receptor superfamily member 1B
LOC125960490	LOC125960490	-2.1	2.39	29.51	uncharacterized LOC125960490
LOC101286316	ABCB10	-0.95	5.65	123.76	ATP binding cassette subfamily B member 10
LOC101283550	NGFR	-2.05	2.6	15.5	nerve growth factor receptor
LOC101277589	FLNC	-1.29	7.66	596.39	filamin C
LOC101273817	TBKBP1	-1.1	5.72	178.84	TBK1 binding protein 1
LOC101274469	ACKR3	1.51	5.59	183.31	atypical chemokine receptor 3
LOC101274393	FOSL1	4.75	5.63	NA	FOS like 1, AP-1 transcription factor subunit
LOC101277312	EPS8L1	3.89	7.11	NA	EPS8 like 1
LOC101275007	LOC101275007	6.58	3.58	12.26	pancreatic trypsin inhibitor-like
LOC101281127	CDC42BPG	2.47	7.2	NA	CDC42 binding protein kinase gamma
LOC101279073	GTF2F1	2.57	5.81	NA	general transcription factor IIF subunit 1
LOC101275663	KIF21B	2.63	4.68	NA	kinesin family member 21B
